State ID,State,Investment Type,Year,Country ID,Country,Investment
1,Aguascalientes,Nuevas inversiones,2014,fra,France,-1.7803590297698975
1,Aguascalientes,Nuevas inversiones,2014,jpn,Japan,62.77128219604492
1,Aguascalientes,Nuevas inversiones,2014,nld,Netherlands,0.14750899374485016
1,Aguascalientes,Nuevas inversiones,2014,usa,United States,-44.57878112792969
1,Aguascalientes,Nuevas inversiones,2015,esp,Spain,1.5426579713821411
1,Aguascalientes,Nuevas inversiones,2015,jpn,Japan,81.94913482666016
1,Aguascalientes,Nuevas inversiones,2015,nld,Netherlands,1.2232002019882202
1,Aguascalientes,Nuevas inversiones,2015,usa,United States,40.08803176879883
1,Aguascalientes,Nuevas inversiones,2016,esp,Spain,6.226412296295166
1,Aguascalientes,Nuevas inversiones,2016,gbr,United Kingdom,3.844677209854126
1,Aguascalientes,Nuevas inversiones,2016,jpn,Japan,164.55429077148438
1,Aguascalientes,Nuevas inversiones,2016,usa,United States,10.032347679138184
1,Aguascalientes,Nuevas inversiones,2017,chn,China,4.756313323974609
1,Aguascalientes,Nuevas inversiones,2017,deu,Germany,143.8058624267578
1,Aguascalientes,Nuevas inversiones,2017,esp,Spain,2.635986566543579
1,Aguascalientes,Nuevas inversiones,2017,jpn,Japan,178.99179077148438
1,Aguascalientes,Nuevas inversiones,2017,usa,United States,12.05649185180664
1,Aguascalientes,Nuevas inversiones,2017,xxa,Unknown,2.212246894836426
1,Aguascalientes,Nuevas inversiones,2018,deu,Germany,78.68800354003906
1,Aguascalientes,Nuevas inversiones,2018,esp,Spain,5.442300796508789
1,Aguascalientes,Nuevas inversiones,2018,jpn,Japan,416.755615234375
1,Aguascalientes,Nuevas inversiones,2018,usa,United States,3.0637519359588623
1,Aguascalientes,Nuevas inversiones,2019,esp,Spain,20.747407913208008
1,Aguascalientes,Nuevas inversiones,2019,jpn,Japan,9.088310241699219
1,Aguascalientes,Nuevas inversiones,2019,usa,United States,24.282014846801758
1,Aguascalientes,Nuevas inversiones,2020,esp,Spain,1.8212404251098633
1,Aguascalientes,Nuevas inversiones,2020,usa,United States,23.1998348236084
1,Aguascalientes,Nuevas inversiones,2021,esp,Spain,5.656219005584717
1,Aguascalientes,Nuevas inversiones,2021,jpn,Japan,67.6883773803711
1,Aguascalientes,Nuevas inversiones,2021,usa,United States,-7.217591285705566
1,Aguascalientes,Nuevas inversiones,2022,jpn,Japan,30.557579040527344
1,Aguascalientes,Nuevas inversiones,2022,usa,United States,10.048908233642578
1,Aguascalientes,Reinversión de utilidades,1999,che,Switzerland,0.021333999931812286
1,Aguascalientes,Reinversión de utilidades,1999,fra,France,0.03299599885940552
1,Aguascalientes,Reinversión de utilidades,1999,gbr,United Kingdom,0.06266099959611893
1,Aguascalientes,Reinversión de utilidades,1999,usa,United States,12.401689529418945
1,Aguascalientes,Reinversión de utilidades,2000,jpn,Japan,54.073177337646484
1,Aguascalientes,Reinversión de utilidades,2000,usa,United States,14.251693725585938
1,Aguascalientes,Reinversión de utilidades,2001,usa,United States,17.540897369384766
1,Aguascalientes,Reinversión de utilidades,2002,usa,United States,13.354813575744629
1,Aguascalientes,Reinversión de utilidades,2003,fra,France,0.09626399725675583
1,Aguascalientes,Reinversión de utilidades,2003,jpn,Japan,10.077260971069336
1,Aguascalientes,Reinversión de utilidades,2003,usa,United States,18.52045249938965
1,Aguascalientes,Reinversión de utilidades,2004,esp,Spain,0.0516589991748333
1,Aguascalientes,Reinversión de utilidades,2004,fra,France,0.01682800054550171
1,Aguascalientes,Reinversión de utilidades,2004,gbr,United Kingdom,0.6789820194244385
1,Aguascalientes,Reinversión de utilidades,2004,usa,United States,17.549667358398438
1,Aguascalientes,Reinversión de utilidades,2005,esp,Spain,0.03992500156164169
1,Aguascalientes,Reinversión de utilidades,2005,fra,France,0.1493149995803833
1,Aguascalientes,Reinversión de utilidades,2005,usa,United States,19.45883560180664
1,Aguascalientes,Reinversión de utilidades,2006,esp,Spain,1.0757869482040405
1,Aguascalientes,Reinversión de utilidades,2006,fra,France,0.15037700533866882
1,Aguascalientes,Reinversión de utilidades,2006,usa,United States,27.26286506652832
1,Aguascalientes,Reinversión de utilidades,2007,esp,Spain,1.6417709589004517
1,Aguascalientes,Reinversión de utilidades,2007,fra,France,0.32967498898506165
1,Aguascalientes,Reinversión de utilidades,2007,gbr,United Kingdom,2.592863082885742
1,Aguascalientes,Reinversión de utilidades,2007,jpn,Japan,7.2053751945495605
1,Aguascalientes,Reinversión de utilidades,2007,usa,United States,26.684898376464844
1,Aguascalientes,Reinversión de utilidades,2008,esp,Spain,5.875924110412598
1,Aguascalientes,Reinversión de utilidades,2008,fra,France,2.154305934906006
1,Aguascalientes,Reinversión de utilidades,2008,jpn,Japan,281.6580810546875
1,Aguascalientes,Reinversión de utilidades,2008,usa,United States,33.231685638427734
1,Aguascalientes,Reinversión de utilidades,2009,esp,Spain,5.887225151062012
1,Aguascalientes,Reinversión de utilidades,2009,fra,France,2.1390199661254883
1,Aguascalientes,Reinversión de utilidades,2009,usa,United States,13.37413215637207
1,Aguascalientes,Reinversión de utilidades,2010,esp,Spain,7.683183193206787
1,Aguascalientes,Reinversión de utilidades,2010,fra,France,1.932297945022583
1,Aguascalientes,Reinversión de utilidades,2010,gbr,United Kingdom,0.9733480215072632
1,Aguascalientes,Reinversión de utilidades,2010,ita,Italy,0.061911001801490784
1,Aguascalientes,Reinversión de utilidades,2010,jpn,Japan,64.95167541503906
1,Aguascalientes,Reinversión de utilidades,2010,nld,Netherlands,0.14033100008964539
