Year,State ID,State,Chapter ID,Chapter,Trade Value
2020,15,Estado de México,13,Stone and Glass,455184581
2020,15,Estado de México,14,Precious Metals,13801033
2020,15,Estado de México,15,Metals,2774251695
2020,15,Estado de México,16,Machines,6893444709
2020,15,Estado de México,17,Transportation,1545343856
2020,15,Estado de México,18,Instruments,571123883
2020,15,Estado de México,20,Miscellaneous,753085814
2020,15,Estado de México,21,Arts and Antiques,267381
2020,16,Michoacán de Ocampo,1,Animal Products,2068438
2020,16,Michoacán de Ocampo,2,Vegetable Products,3628636650
2020,16,Michoacán de Ocampo,3,Animal and Vegetable Bi-Products,1178462
2020,16,Michoacán de Ocampo,4,Foodstuffs,177893481
2020,16,Michoacán de Ocampo,5,Mineral Products,60070
2020,16,Michoacán de Ocampo,6,Chemical Products,17325783
2020,16,Michoacán de Ocampo,7,Plastics and Rubbers,123806799
2020,16,Michoacán de Ocampo,8,Animal Hides,87256
2020,16,Michoacán de Ocampo,9,Wood Products,84954
2020,16,Michoacán de Ocampo,10,Paper Goods,17037840
2020,16,Michoacán de Ocampo,11,Textiles,4910714
2020,16,Michoacán de Ocampo,12,Footwear and Headwear,1017780
2020,16,Michoacán de Ocampo,13,Stone and Glass,55901
2020,16,Michoacán de Ocampo,14,Precious Metals,22119
2020,16,Michoacán de Ocampo,15,Metals,3909996
2020,16,Michoacán de Ocampo,16,Machines,31481900
2020,16,Michoacán de Ocampo,17,Transportation,6974
2020,16,Michoacán de Ocampo,18,Instruments,2257935
2020,16,Michoacán de Ocampo,20,Miscellaneous,1221973
2020,17,Morelos,2,Vegetable Products,43101825
2020,17,Morelos,3,Animal and Vegetable Bi-Products,33024
2020,17,Morelos,4,Foodstuffs,6853128
2020,17,Morelos,5,Mineral Products,10558590
2020,17,Morelos,6,Chemical Products,49970536
2020,17,Morelos,7,Plastics and Rubbers,87779951
2020,17,Morelos,8,Animal Hides,98451
2020,17,Morelos,10,Paper Goods,3777528
2020,17,Morelos,11,Textiles,27461058
2020,17,Morelos,13,Stone and Glass,29343669
2020,17,Morelos,15,Metals,38244876
2020,17,Morelos,16,Machines,115433683
2020,17,Morelos,17,Transportation,4009474
2020,17,Morelos,18,Instruments,24752961
2020,17,Morelos,20,Miscellaneous,1430693
2020,18,Nayarit,2,Vegetable Products,96152433
2020,18,Nayarit,4,Foodstuffs,12988428
2020,18,Nayarit,7,Plastics and Rubbers,421050
2020,18,Nayarit,10,Paper Goods,1296084
2020,18,Nayarit,15,Metals,21278
2020,18,Nayarit,16,Machines,349019
2020,19,Nuevo León,1,Animal Products,1005432967
2020,19,Nuevo León,2,Vegetable Products,452163949
2020,19,Nuevo León,3,Animal and Vegetable Bi-Products,64468574
2020,19,Nuevo León,4,Foodstuffs,1950718293
2020,19,Nuevo León,5,Mineral Products,1278193897
2020,19,Nuevo León,6,Chemical Products,2100379144
2020,19,Nuevo León,7,Plastics and Rubbers,3898182535
2020,19,Nuevo León,8,Animal Hides,34872083
2020,19,Nuevo León,9,Wood Products,286282850
2020,19,Nuevo León,10,Paper Goods,958476106
2020,19,Nuevo León,11,Textiles,483056127
2020,19,Nuevo León,12,Footwear and Headwear,18943135
2020,19,Nuevo León,13,Stone and Glass,1763626767
2020,19,Nuevo León,14,Precious Metals,53760100
2020,19,Nuevo León,15,Metals,8857844627
2020,19,Nuevo León,16,Machines,31800455519
2020,19,Nuevo León,17,Transportation,6536811821
2020,19,Nuevo León,18,Instruments,1547796200
2020,19,Nuevo León,19,Weapons,519060
2020,19,Nuevo León,20,Miscellaneous,3550109793
2020,19,Nuevo León,21,Arts and Antiques,1349156
2020,20,Oaxaca,1,Animal Products,1272542
2020,20,Oaxaca,2,Vegetable Products,88484718
2020,20,Oaxaca,4,Foodstuffs,39296293
2020,20,Oaxaca,7,Plastics and Rubbers,151715
2020,20,Oaxaca,15,Metals,125030
2020,20,Oaxaca,16,Machines,593743
2020,20,Oaxaca,17,Transportation,802
2020,20,Oaxaca,18,Instruments,5195
2020,21,Puebla,1,Animal Products,60665022
2020,21,Puebla,2,Vegetable Products,361210561
2020,21,Puebla,3,Animal and Vegetable Bi-Products,6032
2020,21,Puebla,4,Foodstuffs,311014335
2020,21,Puebla,5,Mineral Products,29570494
2020,21,Puebla,6,Chemical Products,56598509
2020,21,Puebla,7,Plastics and Rubbers,471053644
2020,21,Puebla,8,Animal Hides,6673923
2020,21,Puebla,9,Wood Products,19895766
2020,21,Puebla,10,Paper Goods,15278438
2020,21,Puebla,11,Textiles,528725285
2020,21,Puebla,12,Footwear and Headwear,4272952
2020,21,Puebla,13,Stone and Glass,48939990
2020,21,Puebla,14,Precious Metals,156982
2020,21,Puebla,15,Metals,865730836
2020,21,Puebla,16,Machines,3146507130
2020,21,Puebla,17,Transportation,8815354617
2020,21,Puebla,18,Instruments,244278822
2020,21,Puebla,20,Miscellaneous,545259952
2020,22,Querétaro,1,Animal Products,131079030
2020,22,Querétaro,2,Vegetable Products,472927097
2020,22,Querétaro,3,Animal and Vegetable Bi-Products,429495
2020,22,Querétaro,4,Foodstuffs,157585825
2020,22,Querétaro,5,Mineral Products,92283095
2020,22,Querétaro,6,Chemical Products,528471864
2020,22,Querétaro,7,Plastics and Rubbers,1427346335
2020,22,Querétaro,8,Animal Hides,2256165
2020,22,Querétaro,9,Wood Products,12185881
2020,22,Querétaro,10,Paper Goods,278150624
2020,22,Querétaro,11,Textiles,208332719
2020,22,Querétaro,12,Footwear and Headwear,1002891
2020,22,Querétaro,13,Stone and Glass,160763889
2020,22,Querétaro,14,Precious Metals,175547
2020,22,Querétaro,15,Metals,1141280534
2020,22,Querétaro,16,Machines,5570395850
2020,22,Querétaro,17,Transportation,4717917301
2020,22,Querétaro,18,Instruments,278653424
2020,22,Querétaro,20,Miscellaneous,235464697
2020,23,Quintana Roo,1,Animal Products,21399310
2020,23,Quintana Roo,2,Vegetable Products,1237766
2020,23,Quintana Roo,4,Foodstuffs,12622794
2020,23,Quintana Roo,5,Mineral Products,51995
2020,23,Quintana Roo,6,Chemical Products,7137608
2020,23,Quintana Roo,7,Plastics and Rubbers,7110579
2020,23,Quintana Roo,8,Animal Hides,1548889
2020,23,Quintana Roo,9,Wood Products,741129
2020,23,Quintana Roo,10,Paper Goods,1584408
2020,23,Quintana Roo,11,Textiles,16734068
2020,23,Quintana Roo,12,Footwear and Headwear,2200532
2020,23,Quintana Roo,13,Stone and Glass,3852134
2020,23,Quintana Roo,14,Precious Metals,10464897
2020,23,Quintana Roo,15,Metals,11094200
2020,23,Quintana Roo,16,Machines,26418156
2020,23,Quintana Roo,17,Transportation,1462719
2020,23,Quintana Roo,18,Instruments,3763586
2020,23,Quintana Roo,19,Weapons,2440
2020,23,Quintana Roo,20,Miscellaneous,22524683
2020,23,Quintana Roo,21,Arts and Antiques,25794
2020,24,San Luis Potosí,2,Vegetable Products,82001058
2020,24,San Luis Potosí,3,Animal and Vegetable Bi-Products,12663
2020,24,San Luis Potosí,4,Foodstuffs,52377342
2020,24,San Luis Potosí,5,Mineral Products,15862527
2020,24,San Luis Potosí,6,Chemical Products,141975273
2020,24,San Luis Potosí,7,Plastics and Rubbers,1017505256
2020,24,San Luis Potosí,8,Animal Hides,5639901
2020,24,San Luis Potosí,9,Wood Products,459800
2020,24,San Luis Potosí,10,Paper Goods,27865190
2020,24,San Luis Potosí,11,Textiles,68613776
2020,24,San Luis Potosí,12,Footwear and Headwear,1839042
2020,24,San Luis Potosí,13,Stone and Glass,69588196
2020,24,San Luis Potosí,14,Precious Metals,729170
2020,24,San Luis Potosí,15,Metals,931547655
2020,24,San Luis Potosí,16,Machines,4346950180
2020,24,San Luis Potosí,17,Transportation,1761925547
2020,24,San Luis Potosí,18,Instruments,217773098
2020,24,San Luis Potosí,20,Miscellaneous,66737236
2020,25,Sinaloa,1,Animal Products,1080668229
2020,25,Sinaloa,2,Vegetable Products,2224932817
2020,25,Sinaloa,4,Foodstuffs,79687831
2020,25,Sinaloa,5,Mineral Products,8416277
2020,25,Sinaloa,6,Chemical Products,35732766
2020,25,Sinaloa,7,Plastics and Rubbers,61518411
2020,25,Sinaloa,8,Animal Hides,21037337
2020,25,Sinaloa,9,Wood Products,420513
2020,25,Sinaloa,10,Paper Goods,18847958
2020,25,Sinaloa,11,Textiles,13261316
2020,25,Sinaloa,12,Footwear and Headwear,7093108
2020,25,Sinaloa,13,Stone and Glass,8718526
2020,25,Sinaloa,14,Precious Metals,1754167
2020,25,Sinaloa,15,Metals,24820091
2020,25,Sinaloa,16,Machines,113252769
2020,25,Sinaloa,17,Transportation,5368196
2020,25,Sinaloa,18,Instruments,6637295
2020,25,Sinaloa,20,Miscellaneous,116923338
2020,26,Sonora,1,Animal Products,871673157
2020,26,Sonora,2,Vegetable Products,1888457320
2020,26,Sonora,3,Animal and Vegetable Bi-Products,14249474
2020,26,Sonora,4,Foodstuffs,127649553
2020,26,Sonora,5,Mineral Products,627430768
2020,26,Sonora,6,Chemical Products,132688534
2020,26,Sonora,7,Plastics and Rubbers,906642141
2020,26,Sonora,8,Animal Hides,16465361
2020,26,Sonora,9,Wood Products,35314051
2020,26,Sonora,10,Paper Goods,254244814
2020,26,Sonora,11,Textiles,351397149
2020,26,Sonora,12,Footwear and Headwear,1494722
2020,26,Sonora,13,Stone and Glass,53054208
2020,26,Sonora,14,Precious Metals,681842678
2020,26,Sonora,15,Metals,1174215884
2020,26,Sonora,16,Machines,6817252908
2020,26,Sonora,17,Transportation,663758762
2020,26,Sonora,18,Instruments,1045543782
2020,26,Sonora,20,Miscellaneous,179718435
2020,27,Tabasco,1,Animal Products,1510310
2020,27,Tabasco,2,Vegetable Products,20194617
2020,27,Tabasco,5,Mineral Products,86384
2020,27,Tabasco,6,Chemical Products,12588012
2020,27,Tabasco,7,Plastics and Rubbers,5580392
2020,27,Tabasco,8,Animal Hides,13170
2020,27,Tabasco,10,Paper Goods,16180
2020,27,Tabasco,13,Stone and Glass,14934
2020,27,Tabasco,15,Metals,21157563
2020,27,Tabasco,16,Machines,159409219
2020,27,Tabasco,18,Instruments,26659084
2020,27,Tabasco,20,Miscellaneous,15715
2020,28,Tamaulipas,1,Animal Products,402596586
2020,28,Tamaulipas,2,Vegetable Products,398338164
2020,28,Tamaulipas,3,Animal and Vegetable Bi-Products,2815255
2020,28,Tamaulipas,4,Foodstuffs,43305574
2020,28,Tamaulipas,5,Mineral Products,325843943
2020,28,Tamaulipas,6,Chemical Products,566298886
2020,28,Tamaulipas,7,Plastics and Rubbers,2888366928
2020,28,Tamaulipas,8,Animal Hides,56546170
2020,28,Tamaulipas,9,Wood Products,46265519
2020,28,Tamaulipas,10,Paper Goods,540277413
2020,28,Tamaulipas,11,Textiles,667440806
2020,28,Tamaulipas,12,Footwear and Headwear,13579900
2020,28,Tamaulipas,13,Stone and Glass,315226800
2020,28,Tamaulipas,14,Precious Metals,29565656
2020,28,Tamaulipas,15,Metals,1741731854
2020,28,Tamaulipas,16,Machines,22337923624
2020,28,Tamaulipas,17,Transportation,3138711020
2020,28,Tamaulipas,18,Instruments,4353866035
2020,28,Tamaulipas,20,Miscellaneous,1105398992
2020,28,Tamaulipas,21,Arts and Antiques,12822
2020,29,Tlaxcala,5,Mineral Products,692412
2020,29,Tlaxcala,6,Chemical Products,6492682
2020,29,Tlaxcala,7,Plastics and Rubbers,61997708
2020,29,Tlaxcala,10,Paper Goods,2492913
2020,29,Tlaxcala,11,Textiles,37288462
2020,29,Tlaxcala,13,Stone and Glass,1756618
2020,29,Tlaxcala,15,Metals,20178519
2020,29,Tlaxcala,16,Machines,150896945
2020,29,Tlaxcala,17,Transportation,102039815
2020,29,Tlaxcala,18,Instruments,1811054
2020,29,Tlaxcala,20,Miscellaneous,115692547
2020,30,Veracruz de Ignacio de la Llave,1,Animal Products,50638879
2020,30,Veracruz de Ignacio de la Llave,2,Vegetable Products,458678778
2020,30,Veracruz de Ignacio de la Llave,4,Foodstuffs,325273987
2020,30,Veracruz de Ignacio de la Llave,5,Mineral Products,16311985
2020,30,Veracruz de Ignacio de la Llave,6,Chemical Products,21321939
2020,30,Veracruz de Ignacio de la Llave,7,Plastics and Rubbers,90222717
2020,30,Veracruz de Ignacio de la Llave,8,Animal Hides,363918
2020,30,Veracruz de Ignacio de la Llave,9,Wood Products,1179057
2020,30,Veracruz de Ignacio de la Llave,10,Paper Goods,1340462
2020,30,Veracruz de Ignacio de la Llave,11,Textiles,6738539
2020,30,Veracruz de Ignacio de la Llave,12,Footwear and Headwear,87043
2020,30,Veracruz de Ignacio de la Llave,13,Stone and Glass,13766507
2020,30,Veracruz de Ignacio de la Llave,15,Metals,128474239
2020,30,Veracruz de Ignacio de la Llave,16,Machines,234141707
2020,30,Veracruz de Ignacio de la Llave,17,Transportation,59273095
2020,30,Veracruz de Ignacio de la Llave,18,Instruments,10549793
2020,30,Veracruz de Ignacio de la Llave,20,Miscellaneous,5101922
2020,31,Yucatán,1,Animal Products,109554835
2020,31,Yucatán,2,Vegetable Products,415640327
2020,31,Yucatán,3,Animal and Vegetable Bi-Products,17210227
2020,31,Yucatán,4,Foodstuffs,33458136
2020,31,Yucatán,5,Mineral Products,1381139
2020,31,Yucatán,6,Chemical Products,7706816
2020,31,Yucatán,7,Plastics and Rubbers,50589018
2020,31,Yucatán,8,Animal Hides,687709
2020,31,Yucatán,9,Wood Products,10995413
2020,31,Yucatán,10,Paper Goods,13985812
2020,31,Yucatán,11,Textiles,250361365
2020,31,Yucatán,12,Footwear and Headwear,1349244
2020,31,Yucatán,13,Stone and Glass,5853370
2020,31,Yucatán,14,Precious Metals,378946216
2020,31,Yucatán,15,Metals,30059219
2020,31,Yucatán,16,Machines,133608608
2020,31,Yucatán,17,Transportation,5504603
2020,31,Yucatán,18,Instruments,4295824
2020,31,Yucatán,20,Miscellaneous,42008369
2020,31,Yucatán,21,Arts and Antiques,38347
2020,32,Zacatecas,2,Vegetable Products,27481080
2020,32,Zacatecas,5,Mineral Products,287617014
2020,32,Zacatecas,6,Chemical Products,4057486
2020,32,Zacatecas,7,Plastics and Rubbers,47588865
2020,32,Zacatecas,9,Wood Products,111997
2020,32,Zacatecas,10,Paper Goods,681444
2020,32,Zacatecas,11,Textiles,989501
2020,32,Zacatecas,12,Footwear and Headwear,1048
2020,32,Zacatecas,13,Stone and Glass,321828
2020,32,Zacatecas,15,Metals,27273411
2020,32,Zacatecas,16,Machines,124413068
2020,32,Zacatecas,17,Transportation,118464964
2020,32,Zacatecas,18,Instruments,6661263
2020,32,Zacatecas,20,Miscellaneous,497082
2020,33,No Informado,1,Animal Products,841038
2020,33,No Informado,2,Vegetable Products,1914693
2020,33,No Informado,7,Plastics and Rubbers,163385
2020,33,No Informado,10,Paper Goods,199369
2020,33,No Informado,11,Textiles,1259114
2020,33,No Informado,15,Metals,6029
2020,33,No Informado,17,Transportation,24246
2021,1,Aguascalientes,1,Animal Products,68023412
2021,1,Aguascalientes,2,Vegetable Products,136206737
2021,1,Aguascalientes,4,Foodstuffs,40433416
2021,1,Aguascalientes,5,Mineral Products,19677104
2021,1,Aguascalientes,6,Chemical Products,36056313
2021,1,Aguascalientes,7,Plastics and Rubbers,533975301
2021,1,Aguascalientes,8,Animal Hides,40837297
2021,1,Aguascalientes,9,Wood Products,131510
2021,1,Aguascalientes,10,Paper Goods,26549000
2021,1,Aguascalientes,11,Textiles,250695561
2021,1,Aguascalientes,12,Footwear and Headwear,5483011
2021,1,Aguascalientes,13,Stone and Glass,31721341
2021,1,Aguascalientes,14,Precious Metals,2896801
2021,1,Aguascalientes,15,Metals,549934171
2021,1,Aguascalientes,16,Machines,1774350034
2021,1,Aguascalientes,17,Transportation,1871090551
2021,1,Aguascalientes,18,Instruments,502890399
2021,1,Aguascalientes,20,Miscellaneous,136545399
2021,2,Baja California,1,Animal Products,701671695
2021,2,Baja California,2,Vegetable Products,1999245447
2021,2,Baja California,3,Animal and Vegetable Bi-Products,28931453
2021,2,Baja California,4,Foodstuffs,577780867
2021,2,Baja California,5,Mineral Products,137374985
2021,2,Baja California,6,Chemical Products,1444802425
2021,2,Baja California,7,Plastics and Rubbers,6084217309
2021,2,Baja California,8,Animal Hides,212856886
2021,2,Baja California,9,Wood Products,724333996
2021,2,Baja California,10,Paper Goods,1727412736
2021,2,Baja California,11,Textiles,3464471460
2021,2,Baja California,12,Footwear and Headwear,199033719
2021,2,Baja California,13,Stone and Glass,542411230
2021,2,Baja California,14,Precious Metals,118516588
2021,2,Baja California,15,Metals,5458257710
2021,2,Baja California,16,Machines,40167954294
2021,2,Baja California,17,Transportation,5543405137
2021,2,Baja California,18,Instruments,13463272728
2021,2,Baja California,19,Weapons,76152
2021,2,Baja California,20,Miscellaneous,2891906790
2021,2,Baja California,21,Arts and Antiques,133015
2021,3,Baja California Sur,1,Animal Products,31301128
2021,3,Baja California Sur,2,Vegetable Products,109469339
2021,3,Baja California Sur,3,Animal and Vegetable Bi-Products,69103
2021,3,Baja California Sur,4,Foodstuffs,8126014
2021,3,Baja California Sur,5,Mineral Products,94699
2021,3,Baja California Sur,6,Chemical Products,5969811
2021,3,Baja California Sur,7,Plastics and Rubbers,8157984
2021,3,Baja California Sur,8,Animal Hides,247971
2021,3,Baja California Sur,9,Wood Products,301815
2021,3,Baja California Sur,10,Paper Goods,3330392
2021,3,Baja California Sur,11,Textiles,6339929
2021,3,Baja California Sur,12,Footwear and Headwear,1120487
2021,3,Baja California Sur,13,Stone and Glass,2093304
2021,3,Baja California Sur,14,Precious Metals,6517
2021,3,Baja California Sur,15,Metals,7891627
2021,3,Baja California Sur,16,Machines,11968642
2021,3,Baja California Sur,17,Transportation,2175013
2021,3,Baja California Sur,18,Instruments,435452
2021,3,Baja California Sur,20,Miscellaneous,12437951
2021,3,Baja California Sur,21,Arts and Antiques,150649
2021,4,Campeche,1,Animal Products,508000
2021,4,Campeche,5,Mineral Products,1608294
2021,4,Campeche,6,Chemical Products,284188
2021,4,Campeche,7,Plastics and Rubbers,8510190
2021,4,Campeche,8,Animal Hides,4402
2021,4,Campeche,9,Wood Products,880793
2021,4,Campeche,10,Paper Goods,95543
2021,4,Campeche,11,Textiles,65193924
2021,4,Campeche,12,Footwear and Headwear,302106
2021,4,Campeche,13,Stone and Glass,31984
2021,4,Campeche,15,Metals,4407291
2021,4,Campeche,16,Machines,19983355
2021,4,Campeche,17,Transportation,4886
2021,4,Campeche,18,Instruments,1384414
2021,4,Campeche,20,Miscellaneous,136174
2021,5,Coahuila de Zaragoza,1,Animal Products,100650603
2021,5,Coahuila de Zaragoza,2,Vegetable Products,76798299
2021,5,Coahuila de Zaragoza,4,Foodstuffs,12960281
2021,5,Coahuila de Zaragoza,5,Mineral Products,523855763
2021,5,Coahuila de Zaragoza,6,Chemical Products,245410873
2021,5,Coahuila de Zaragoza,7,Plastics and Rubbers,1902046307
2021,5,Coahuila de Zaragoza,8,Animal Hides,124477308
2021,5,Coahuila de Zaragoza,9,Wood Products,49260524
2021,5,Coahuila de Zaragoza,10,Paper Goods,129343655
2021,5,Coahuila de Zaragoza,11,Textiles,1028898835
2021,5,Coahuila de Zaragoza,12,Footwear and Headwear,3425047
2021,5,Coahuila de Zaragoza,13,Stone and Glass,183988069
2021,5,Coahuila de Zaragoza,14,Precious Metals,370377
2021,5,Coahuila de Zaragoza,15,Metals,3562569006
2021,5,Coahuila de Zaragoza,16,Machines,10340717106
2021,5,Coahuila de Zaragoza,17,Transportation,6073053697
2021,5,Coahuila de Zaragoza,18,Instruments,267169082
2021,5,Coahuila de Zaragoza,20,Miscellaneous,1999462978
2021,6,Colima,2,Vegetable Products,133186858
2021,6,Colima,4,Foodstuffs,40691
2021,6,Colima,5,Mineral Products,639490
2021,6,Colima,6,Chemical Products,275646
2021,6,Colima,7,Plastics and Rubbers,6139435
2021,6,Colima,8,Animal Hides,512683
2021,6,Colima,9,Wood Products,1045893
2021,6,Colima,10,Paper Goods,1427759
2021,6,Colima,11,Textiles,3280618
2021,6,Colima,12,Footwear and Headwear,254687
2021,6,Colima,13,Stone and Glass,174997
2021,6,Colima,14,Precious Metals,69563
2021,6,Colima,15,Metals,4926351
2021,6,Colima,16,Machines,15153948
2021,6,Colima,17,Transportation,1398693
2021,6,Colima,18,Instruments,372758
2021,6,Colima,20,Miscellaneous,4707039
2021,7,Chiapas,1,Animal Products,14383457
2021,7,Chiapas,2,Vegetable Products,190797704
2021,7,Chiapas,3,Animal and Vegetable Bi-Products,609152
2021,7,Chiapas,4,Foodstuffs,893945
2021,7,Chiapas,5,Mineral Products,1638607
2021,7,Chiapas,6,Chemical Products,994291
2021,7,Chiapas,7,Plastics and Rubbers,6451869
2021,7,Chiapas,9,Wood Products,2409398
2021,7,Chiapas,10,Paper Goods,1712422
2021,7,Chiapas,11,Textiles,41881
2021,7,Chiapas,15,Metals,43921
2021,7,Chiapas,16,Machines,956193
2021,7,Chiapas,18,Instruments,19476
2021,8,Chihuahua,1,Animal Products,860094194
2021,8,Chihuahua,2,Vegetable Products,885702770
2021,8,Chihuahua,3,Animal and Vegetable Bi-Products,16223961
2021,8,Chihuahua,4,Foodstuffs,508768895
2021,8,Chihuahua,5,Mineral Products,1098216952
2021,8,Chihuahua,6,Chemical Products,756701604
2021,8,Chihuahua,7,Plastics and Rubbers,4451281053
2021,8,Chihuahua,8,Animal Hides,165437294
2021,8,Chihuahua,9,Wood Products,248897230
2021,8,Chihuahua,10,Paper Goods,727971836
2021,8,Chihuahua,11,Textiles,964403500
2021,8,Chihuahua,12,Footwear and Headwear,19999752
2021,8,Chihuahua,13,Stone and Glass,408548800
2021,8,Chihuahua,14,Precious Metals,34803730
2021,8,Chihuahua,15,Metals,4173728660
2021,8,Chihuahua,16,Machines,82230425221
2021,8,Chihuahua,17,Transportation,3924991538
2021,8,Chihuahua,18,Instruments,7749432395
2021,8,Chihuahua,20,Miscellaneous,2457627225
2021,9,Ciudad de México,1,Animal Products,1260953097
2021,9,Ciudad de México,2,Vegetable Products,4307675957
2021,9,Ciudad de México,3,Animal and Vegetable Bi-Products,406267742
2021,9,Ciudad de México,4,Foodstuffs,4576364644
2021,9,Ciudad de México,5,Mineral Products,43371514221
2021,9,Ciudad de México,6,Chemical Products,17133816310
2021,9,Ciudad de México,7,Plastics and Rubbers,9627166747
2021,9,Ciudad de México,8,Animal Hides,364290224
2021,9,Ciudad de México,9,Wood Products,196489993
2021,9,Ciudad de México,10,Paper Goods,2046956255
2021,9,Ciudad de México,11,Textiles,3219282729
2021,9,Ciudad de México,12,Footwear and Headwear,754154148
2021,9,Ciudad de México,13,Stone and Glass,633502039
2021,9,Ciudad de México,14,Precious Metals,1382985033
2021,9,Ciudad de México,15,Metals,6032334343
2021,9,Ciudad de México,16,Machines,50203387055
2021,9,Ciudad de México,17,Transportation,58007199438
2021,9,Ciudad de México,18,Instruments,3624903423
2021,9,Ciudad de México,19,Weapons,3571479
2021,9,Ciudad de México,20,Miscellaneous,2459624034
2021,9,Ciudad de México,21,Arts and Antiques,13935842
2021,10,Durango,1,Animal Products,57620275
2021,10,Durango,2,Vegetable Products,199523885
2021,10,Durango,4,Foodstuffs,128801955
2021,10,Durango,5,Mineral Products,7273558
2021,10,Durango,6,Chemical Products,16138485
2021,10,Durango,7,Plastics and Rubbers,243283052
2021,10,Durango,8,Animal Hides,1047953
2021,10,Durango,9,Wood Products,271295730
2021,10,Durango,10,Paper Goods,15777255
2021,10,Durango,11,Textiles,126998433
2021,10,Durango,13,Stone and Glass,13636105
2021,10,Durango,15,Metals,73085119
2021,10,Durango,16,Machines,608689934
2021,10,Durango,17,Transportation,58904912
2021,10,Durango,18,Instruments,8368655
2021,10,Durango,20,Miscellaneous,23062517
2021,11,Guanajuato,1,Animal Products,267377866
2021,11,Guanajuato,2,Vegetable Products,1750785221
2021,11,Guanajuato,3,Animal and Vegetable Bi-Products,5324581
2021,11,Guanajuato,4,Foodstuffs,250088023
2021,11,Guanajuato,5,Mineral Products,66336543
2021,11,Guanajuato,6,Chemical Products,913558259
2021,11,Guanajuato,7,Plastics and Rubbers,2954451264
2021,11,Guanajuato,8,Animal Hides,555491274
2021,11,Guanajuato,9,Wood Products,12938700
2021,11,Guanajuato,10,Paper Goods,246073962
2021,11,Guanajuato,11,Textiles,323235898
2021,11,Guanajuato,12,Footwear and Headwear,672015475
2021,11,Guanajuato,13,Stone and Glass,98452119
2021,11,Guanajuato,14,Precious Metals,901447
2021,11,Guanajuato,15,Metals,2591296014
2021,11,Guanajuato,16,Machines,6009909183
2021,11,Guanajuato,17,Transportation,5429056780
2021,11,Guanajuato,18,Instruments,633119001
2021,11,Guanajuato,20,Miscellaneous,350446449
2021,12,Guerrero,2,Vegetable Products,7743244
2021,12,Guerrero,10,Paper Goods,62
2021,12,Guerrero,14,Precious Metals,4550066
2021,12,Guerrero,20,Miscellaneous,33814
2021,13,Hidalgo,2,Vegetable Products,13437707
2021,13,Hidalgo,4,Foodstuffs,521582
2021,13,Hidalgo,5,Mineral Products,198743
2021,13,Hidalgo,6,Chemical Products,9232156
2021,13,Hidalgo,7,Plastics and Rubbers,23970728
2021,13,Hidalgo,8,Animal Hides,52963
2021,13,Hidalgo,9,Wood Products,12705
2021,13,Hidalgo,10,Paper Goods,1035445
2021,13,Hidalgo,11,Textiles,170859699
2021,13,Hidalgo,13,Stone and Glass,11549231
2021,13,Hidalgo,15,Metals,37397457
2021,13,Hidalgo,16,Machines,105833067
2021,13,Hidalgo,17,Transportation,188534577
2021,13,Hidalgo,18,Instruments,7154024
2021,13,Hidalgo,20,Miscellaneous,379854
2021,14,Jalisco,1,Animal Products,467231872
2021,14,Jalisco,2,Vegetable Products,4497119219
2021,14,Jalisco,3,Animal and Vegetable Bi-Products,191176305
2021,14,Jalisco,4,Foodstuffs,4784210919
2021,14,Jalisco,5,Mineral Products,209614044
2021,14,Jalisco,6,Chemical Products,3073671286
2021,14,Jalisco,7,Plastics and Rubbers,2468163889
2021,14,Jalisco,8,Animal Hides,78296992
2021,14,Jalisco,9,Wood Products,416751805
2021,14,Jalisco,10,Paper Goods,299791182
2021,14,Jalisco,11,Textiles,552438844
2021,14,Jalisco,12,Footwear and Headwear,289887593
2021,14,Jalisco,13,Stone and Glass,479599633
2021,14,Jalisco,14,Precious Metals,210031541
2021,14,Jalisco,15,Metals,1655385577
2021,14,Jalisco,16,Machines,33112133248
2021,14,Jalisco,17,Transportation,3999844199
2021,14,Jalisco,18,Instruments,2313889060
2021,14,Jalisco,20,Miscellaneous,1232363560
2021,14,Jalisco,21,Arts and Antiques,344790
2021,15,Estado de México,1,Animal Products,693134367
2021,15,Estado de México,2,Vegetable Products,289128827
2021,15,Estado de México,3,Animal and Vegetable Bi-Products,133453753
2021,15,Estado de México,4,Foodstuffs,1872919293
2021,15,Estado de México,5,Mineral Products,632284623
2021,15,Estado de México,6,Chemical Products,6142502944
2021,15,Estado de México,7,Plastics and Rubbers,3654064979
2021,15,Estado de México,8,Animal Hides,68321087
2021,15,Estado de México,9,Wood Products,126667781
2021,15,Estado de México,10,Paper Goods,546786911
2021,15,Estado de México,11,Textiles,1418848218
2021,15,Estado de México,12,Footwear and Headwear,78019603
2021,15,Estado de México,13,Stone and Glass,743436545
2021,15,Estado de México,14,Precious Metals,26745147
2021,15,Estado de México,15,Metals,3833380650
2021,15,Estado de México,16,Machines,8311513608
2021,15,Estado de México,17,Transportation,1917177052
2021,15,Estado de México,18,Instruments,665850300
2021,15,Estado de México,20,Miscellaneous,1092110121
2021,15,Estado de México,21,Arts and Antiques,264967
2021,16,Michoacán de Ocampo,1,Animal Products,3983770
2021,16,Michoacán de Ocampo,2,Vegetable Products,4078764182
2021,16,Michoacán de Ocampo,3,Animal and Vegetable Bi-Products,15714507
2021,16,Michoacán de Ocampo,4,Foodstuffs,234070038
